ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
588030.SH,科创100ETF博时,博时基金,中国工商银行,股票型,20230906,,20230915,20230828,,26.6084,0.15,0.05,,1.0,0.1,,上证科创板100指数收益率,L,被动指数型,契约型开放式,,20230915,20230915,E
588220.SH,科创100ETF基金,鹏华基金,广发证券,股票型,20230906,,20230915,20230828,,14.402,0.15,0.05,,1.0,0.1,,上证科创板100指数收益率,L,被动指数型,契约型开放式,,20230915,20230915,E
588120.SH,科创板100ETF,国泰基金,中信证券,股票型,20230906,,20230915,20230828,,14.9181,0.15,0.05,,1.0,0.1,,上证科创板100指数收益率,L,被动指数型,契约型开放式,,20230915,20230915,E
562660.SH,中证2000ETF华夏,华夏基金,招商银行,股票型,20230906,,20230914,20230901,,3.1087,0.5,0.1,,1.0,0.1,,中证2000指数收益率,L,被动指数型,契约型开放式,,20230914,20230914,E
560260.SH,医疗ETF广发,广发基金,北京银行,股票型,20230906,,20230915,20230828,,2.1766,0.5,0.05,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20230915,20230915,E
561060.SH,国企红利ETF,华安基金,广发证券,股票型,20230906,,20230921,20230817,,2.8157,0.5,0.1,,1.0,0.1,,中证国有企业红利指数收益率,L,被动指数型,契约型开放式,,20230921,20230921,E
563300.SH,中证2000ETF,华泰柏瑞基金,招商银行,股票型,20230906,,20230914,20230901,,5.8867,0.5,0.1,,1.0,0.1,,中证2000指数收益率,L,被动指数型,契约型开放式,,20230914,20230914,E
159523.SZ,沪深300成长ETF华夏,华夏基金,中国银行,股票型,20230905,,20230919,20230814,,2.0952,0.5,0.1,,1.0,0.1,,中证智选300成长创新策略指数收益率,L,被动指数型,契约型开放式,,20230919,20230919,E
560590.SH,1000ETF增强,鹏华基金,招商银行,股票型,20230901,,20230925,20230814,,2.0571,0.8,0.15,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20230925,20230925,E
561280.SH,中证1000ETF增强,工银瑞信基金,招商银行,股票型,20230831,,20230922,20230814,,3.0385,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20230922,20230922,E
159521.SZ,国证2000ETF指数基金,平安基金,招商银行,股票型,20230825,,20230907,20230816,,11.1327,0.5,0.1,,1.0,0.1,,国证2000指数收益率,L,被动指数型,契约型开放式,,20230907,20230907,E
159515.SZ,国企红利ETF,鹏扬基金,交通银行,股票型,20230825,,20230906,20230814,,2.9139,0.5,0.1,,1.0,0.0001,,中证国有企业红利指数收益率,L,被动指数型,契约型开放式,,20230906,20230906,E
588110.SH,科创成长ETF,广发基金,招商银行,股票型,20230823,,20230831,20230814,,7.3976,0.5,0.1,,1.0,0.1,,上证科创板成长指数收益率,L,被动指数型,契约型开放式,,20230831,20230831,E
588020.SH,科创成长ETF易方达,易方达基金,国信证券,股票型,20230823,,20230831,20230814,,14.9379,0.5,0.1,,1.0,0.1,,上证科创板成长指数收益率,L,被动指数型,契约型开放式,,20230831,20230831,E
159519.SZ,港股国企ETF,国泰基金,招商银行,股票型,20230823,,20230831,20230814,,2.0116,0.5,0.15,,1.0,0.1,,中证香港内地国有企业指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20230831,20230831,E
159517.SZ,800增强ETF,银华基金,招商银行,股票型,20230823,,20230905,20230814,,2.4574,0.5,0.1,,1.0,0.1,,中证800指数收益率,L,增强指数型,契约型开放式,,20230905,20230905,E
561980.SH,半导体设备ETF,招商基金,中泰证券,股票型,20230821,,20230901,20230810,,3.1311,0.5,0.1,,1.0,0.1,,中证半导体产业指数收益率,L,被动指数型,契约型开放式,,20230901,20230901,E
513810.SH,港股国企ETF,华夏基金,中国银行,股票型,20230821,,20230901,20230803,,2.1099,0.5,0.15,,1.0,0.1,,中证香港内地国有企业指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230901,20230901,E
159696.SZ,纳指ETF易方达,易方达基金,中国建设银行,股票型,20230817,,20230825,20230613,,2.1282,0.5,0.1,,1.0,0.1,,纳斯达克100指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230825,20230825,E
159699.SZ,恒生消费ETF,广发基金,中国银行,股票型,20230810,,20230823,20230731,,8.4616,0.5,0.1,,1.0,0.1,,人民币计价的恒生消费指数收益率,L,被动指数型,契约型开放式,,20230823,20230823,E
159510.SZ,沪深300价值ETF,华夏基金,中国建设银行,股票型,20230731,,20230816,20230717,,2.6013,0.5,0.1,,1.0,0.1,,中证智选300价值稳健策略指数收益率,L,被动指数型,契约型开放式,,20230816,20230816,E
159511.SZ,通信ETF南方,南方基金,中国银行,股票型,20230728,,20230807,20230717,,2.4644,0.5,0.1,,1.0,0.1,,中证通信服务指数收益率,L,被动指数型,契约型开放式,,20230807,20230807,E
561260.SH,能源ETF,工银瑞信基金,招商银行,股票型,20230727,,20230809,20230717,,20.001,0.5,0.1,,1.0,0.1,,中证国新央企现代能源指数收益率,L,被动指数型,契约型开放式,,20230809,20230809,E
562850.SH,央企能源ETF,嘉实基金,中国银行,股票型,20230727,,20230809,20230717,,19.9998,0.5,0.1,,1.0,0.1,,中证国新央企现代能源指数收益率,L,被动指数型,契约型开放式,,20230809,20230809,E
561790.SH,央企现代能源ETF,博时基金,中国建设银行,股票型,20230727,,20230809,20230717,,19.9993,0.5,0.1,,1.0,0.1,,中证国新央企现代能源指数收益率,L,被动指数型,契约型开放式,,20230809,20230809,E
159698.SZ,粮食ETF,鹏华基金,广发证券,股票型,20230726,,20230818,20230703,,5.4494,0.5,0.1,,1.0,0.1,,国证粮食产业指数收益率,L,被动指数型,契约型开放式,,20230818,20230818,E
501201.SH,科创红土LOF,红土创新基金,中国工商银行,股票型,20230724,,20230724,20230724,,,1.2,0.2,,1.0,,,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,L,股票型,契约型开放式,,20230724,20230724,E
159509.SZ,纳指科技ETF,景顺长城基金,招商银行,股票型,20230719,,20230808,20230710,,4.5356,0.8,0.2,,1.0,0.1,,纳斯达克科技市值加权指数收益率(使用估值汇率调整),L,被动指数型,契约型开放式,,20230808,20230808,E
560950.SH,中证500增强ETF汇添富,汇添富基金,中国工商银行,股票型,20230719,,20230731,20230427,,9.6148,0.8,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20230731,20230731,E
159516.SZ,半导体设备ETF,国泰基金,广发证券,股票型,20230719,,20230727,20230710,,13.4459,0.5,0.1,,1.0,0.1,,中证半导体材料设备主题指数收益率,L,被动指数型,契约型开放式,,20230727,20230727,E
159512.SZ,汽车ETF,广发基金,中国建设银行,股票型,20230713,,20230725,20230703,,6.1926,0.5,0.1,,1.0,0.1,,中证全指汽车指数收益率,L,被动指数型,契约型开放式,,20230725,20230725,E
159513.SZ,纳斯达克100ETF大成,大成基金,中国农业银行,股票型,20230712,,20230728,20230703,,3.9755,0.8,0.2,,1.0,0.1,,纳斯达克100指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20230728,20230728,E
159686.SZ,A100ETF易方达,易方达基金,招商银行,股票型,20230711,,20230719,20230407,,2.9582,0.15,0.05,,1.0,0.1,,中证A100指数收益率,L,被动指数型,契约型开放式,,20230719,20230719,E
563010.SH,电信ETF易方达,易方达基金,中信证券,股票型,20230705,,20230713,20230619,,2.5419,0.5,0.1,,1.0,0.1,,中证电信主题指数收益率,L,被动指数型,契约型开放式,,20230713,20230713,E
159503.SZ,财富管理ETF(退市),鹏扬基金,华泰证券,股票型,20230629,20240718,20230720,20230608,20240719,3.1078,0.5,0.1,,1.0,0.1,,国证财富管理指数收益率,D,被动指数型,契约型开放式,,20230720,20230720,E
159508.SZ,生物医药ETF基金,华安基金,招商银行,股票型,20230629,,20230714,20230612,,2.7943,0.5,0.1,,1.0,0.1,,国证生物医药指数收益率,L,被动指数型,契约型开放式,,20230714,20230714,E
562380.SH,央企科技引领ETF,银华基金,中国建设银行,股票型,20230626,,20230706,20230612,,15.8713,0.5,0.1,,1.0,0.1,,中证国新央企科技引领指数收益率,L,被动指数型,契约型开放式,,20230706,20230706,E
159673.SZ,沪深300ETF鹏华,鹏华基金,中国工商银行,股票型,20230621,,20230717,20230414,,2.9753,0.15,0.05,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20230717,20230717,E
159690.SZ,有色矿业ETF招商,招商基金,国泰海通,股票型,20230621,,20230706,20230606,,2.7516,0.5,0.1,,1.0,0.1,,中证有色金属矿业主题指数收益率,L,被动指数型,契约型开放式,,20230706,20230706,E
560170.SH,央企科技ETF南方,南方基金,中国工商银行,股票型,20230621,,20230706,20230612,,20.0,0.5,0.1,,1.0,0.1,,中证国新央企科技引领指数,L,被动指数型,契约型开放式,,20230706,20230706,E
563050.SH,央企科技ETF易方达,易方达基金,招商银行,股票型,20230621,,20230706,20230612,,12.3221,0.5,0.1,,1.0,0.1,,中证国新央企科技引领指数收益率,L,被动指数型,契约型开放式,,20230706,20230706,E
560030.SH,800价值ETF,汇添富基金,广发证券,股票型,20230620,,20230710,20230606,,4.7543,0.5,0.1,,1.0,0.1,,中证800价值指数收益率,L,被动指数型,契约型开放式,,20230710,20230710,E
159506.SZ,港股通医疗ETF富国,富国基金,招商证券,股票型,20230614,,20230703,20230605,,3.0754,0.5,0.1,,1.0,0.1,,恒生港股通创新药及医疗保健指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230703,20230703,E
508019.SH,中金湖北科投光谷REIT,中金基金,中信银行,REITs,20230609,,20230630,20230605,,6.0,0.2,0.01,30.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159507.SZ,通信ETF广发,广发基金,招商银行,股票型,20230608,,20230621,20230529,,5.6194,0.5,0.1,,1.0,0.1,,国证通信指数收益率,L,被动指数型,契约型开放式,,20230621,20230621,E
159501.SZ,纳指ETF嘉实,嘉实基金,招商银行,股票型,20230531,,20230614,20230522,,2.6499,0.5,0.1,,1.0,0.1,,经估值汇率调整后的纳斯达克100指数收益率,L,被动指数型,契约型开放式,,20230614,20230614,E
562920.SH,信息安全ETF易方达,易方达基金,国泰海通,股票型,20230531,,20230612,20230301,,2.4307,0.5,0.1,,1.0,0.1,,中证信息安全主题指数收益率,L,被动指数型,契约型开放式,,20230612,20230612,E
513040.SH,港股通互联网ETF易方达,易方达基金,华泰证券,股票型,20230531,,20230612,20230515,,2.4984,0.15,0.05,,1.0,0.1,,中证港股通互联网指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230612,20230612,E
561960.SH,央企回报ETF,招商基金,中信建投证券,股票型,20230524,,20230606,20230515,,19.9999,0.5,0.1,,1.0,0.1,,中证国新央企股东回报指数收益率,L,被动指数型,契约型开放式,,20230606,20230606,E
560070.SH,央企红利ETF基金,汇添富基金,中国建设银行,股票型,20230524,,20230606,20230515,,20.0006,0.5,0.1,,1.0,0.1,,中证国新央企股东回报指数收益率,L,被动指数型,契约型开放式,,20230606,20230606,E
560700.SH,央企红利ETF广发,广发基金,中国工商银行,股票型,20230524,,20230606,20230515,,20.0004,0.5,0.05,,1.0,0.1,,中证国新央企股东回报指数收益率,L,被动指数型,契约型开放式,,20230606,20230606,E
562930.SH,软件ETF易方达,易方达基金,兴业银行,股票型,20230522,,20230605,20230504,,2.9644,0.5,0.1,,1.0,0.1,,中证软件服务指数收益率,L,被动指数型,契约型开放式,,20230605,20230605,E
511090.SH,30年国债ETF,鹏扬基金,招商银行,债券型,20230519,,20230613,20230217,,2.9181,0.15,0.05,,1.0,0.1,,中债-30年期国债指数收益率,L,被动指数型,契约型开放式,,20230613,20230613,E
561580.SH,央企红利ETF,华泰柏瑞基金,中信证券,股票型,20230518,,20230530,20230504,,19.9987,0.5,0.1,,1.0,0.1,,中证中央企业红利指数收益率,L,被动指数型,契约型开放式,,20230530,20230530,E
560330.SH,沪深300价值ETF申万菱信,申万菱信基金,中国工商银行,股票型,20230511,,20230523,20230421,,2.7913,0.5,0.1,,1.0,0.1,,沪深300价值指数收益率,L,被动指数型,契约型开放式,,20230523,20230523,E
159692.SZ,证券ETF东财,东财基金,国信证券,股票型,20230505,,20230523,20230417,,3.9746,0.5,0.05,,1.0,0.1,,中证证券公司30指数收益率,L,被动指数型,契约型开放式,,20230523,20230523,E
560580.SH,电力ETF南方,南方基金,中国邮政储蓄银行,股票型,20230427,,20230512,20230418,,2.78,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20230512,20230512,E
159695.SZ,通信ETF,嘉实基金,中信建投证券,股票型,20230427,,20230510,20230417,,4.2281,0.5,0.1,,1.0,0.1,,国证通信指数收益率,L,被动指数型,契约型开放式,,20230510,20230510,E
159622.SZ,创新药ETF东财,东财基金,广发证券,股票型,20230421,,20230509,20230327,,2.996,0.5,0.05,,1.0,0.1,,中证沪港深创新药产业指数收益率,L,被动指数型,契约型开放式,,20230509,20230509,E
513950.SH,恒生红利ETF,富国基金,中国银行,股票型,20230419,,20230428,20230403,,2.6512,0.5,0.1,,1.0,0.1,,恒生港股通高股息低波动指数,L,被动指数型,契约型开放式,,20230428,20230428,E
513390.SH,纳指100ETF,博时基金,中信银行,股票型,20230419,,20230508,20230410,,2.7338,0.5,0.15,,1.0,0.1,,纳斯达克100指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20230508,20230508,E
159697.SZ,油气ETF,鹏华基金,国泰海通,股票型,20230417,,20230504,20230403,,6.1802,0.5,0.1,,1.0,0.1,,国证石油天然气指数收益率,L,被动指数型,契约型开放式,,20230504,20230504,E
159670.SZ,消费50ETF国联安,国联安基金,兴业银行,股票型,20230414,,20230509,20230324,,2.1971,0.5,0.1,,1.0,0.1,,中证消费50指数收益率,L,被动指数型,契约型开放式,,20230509,20230509,E
560180.SH,沪深300ESGETF南方,南方基金,中国邮政储蓄银行,股票型,20230413,,20230421,20230323,,5.181,0.5,0.1,,1.0,0.1,,沪深300ESG基准指数,L,被动指数型,契约型开放式,,20230421,20230421,E
513970.SH,恒生消费ETF,景顺长城基金,兴业银行,股票型,20230412,,20230421,20230327,,6.4704,0.5,0.15,,1.0,0.1,,恒生消费指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230421,20230421,E
159659.SZ,纳斯达克100ETF,招商基金,中国银行,股票型,20230412,,20230425,20230209,,2.3974,0.5,0.15,,1.0,0.1,,纳斯达克100指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20230425,20230425,E
501312.SH,海外科技LOF,华宝基金,中国建设银行,股票型,20230411,,20230425,20230316,,2.9063,1.0,0.2,,1.0,0.001,,经人民币汇率调整的纳斯达克100指数收益率*80%+恒生科技指数收益率*10%+中证综合债指数收益率*10%,L,股票型,契约型开放式,,20230425,20230425,E
562330.SH,中证500价值ETF,银华基金,招商银行,股票型,20230407,,20230418,20230327,,5.8502,0.5,0.1,,1.0,0.1,,中证500价值指数收益率,L,被动指数型,契约型开放式,,20230418,20230418,E
562960.SH,绿色电力ETF易方达,易方达基金,中信建投证券,股票型,20230403,,20230412,20230320,,2.3689,0.5,0.1,,1.0,0.1,,中证绿色电力指数收益率,L,被动指数型,契约型开放式,,20230412,20230412,E
159691.SZ,港股红利ETF,工银瑞信基金,广发证券,股票型,20230330,,20230421,20230313,,5.663,0.45,0.07,,1.0,0.1,,经汇率调整后的中证港股通高股息精选指数收益率,L,被动指数型,契约型开放式,,20230421,20230421,E
159660.SZ,纳指ETF汇添富,汇添富基金,中国建设银行,股票型,20230330,,20230417,20230131,,2.4415,0.5,0.15,,1.0,0.1,,经人民币汇率调整的纳斯达克100指数收益率,L,被动指数型,契约型开放式,,20230417,20230417,E
501225.SH,全球芯片LOF,景顺长城基金,招商银行,股票型,20230330,,20230414,20230223,,3.5141,1.2,0.2,,1.0,0.0001,,费城半导体指数收益率(PHLX Semiconductor Sector Index)(使用估值汇率调整)*75%+中证芯片产业指数收益率*15%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20230414,20230414,E
561950.SH,500指数增强ETF,招商基金,国投证券,股票型,20230329,,20230424,20230320,,3.7666,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20230424,20230424,E
159676.SZ,创业板增强ETF富国,富国基金,招商银行,股票型,20230323,,20230412,20230313,,13.7656,0.7,0.1,,1.0,0.1,,创业板指数收益率,L,增强指数型,契约型开放式,,20230412,20230412,E
159672.SZ,主要消费ETF,博时基金,平安银行,股票型,20230323,,20230403,20230313,,3.7989,0.5,0.1,,1.0,0.1,,中证主要消费指数收益率,L,被动指数型,契约型开放式,,20230403,20230403,E
513650.SH,标普500ETF南方,南方基金,招商银行,股票型,20230323,,20230404,20230130,,4.2073,0.6,0.15,,1.0,0.1,,标普500指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20230404,20230404,E
508096.SH,中航京能光伏REIT,中航基金,华夏银行,REITs,20230320,,20230329,20230314,,3.0,0.235,0.01,20.0,1.0,1.0,,,L,,契约型封闭式,,,,E
508028.SH,中信建投国家电投新能源REIT,中信建投基金,中国工商银行,REITs,20230320,,20230329,20230314,,8.0,0.2,0.01,21.0,1.0,0.1,,,L,,契约型封闭式,,,,E
561920.SH,疫苗龙头ETF,招商基金,中国银河,股票型,20230315,,20230329,20230220,,3.0869,0.5,0.1,,1.0,0.1,,中证疫苗与生物技术指数收益率,L,被动指数型,契约型开放式,,20230329,20230329,E
159685.SZ,1000增强ETF天弘,天弘基金,光大证券,股票型,20230315,,20230403,20230306,,2.8144,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20230403,20230403,E
562550.SH,绿电ETF,华夏基金,中信银行,股票型,20230307,,20230327,20230220,,5.2642,0.5,0.1,,1.0,0.1,,中证绿色电力指数收益率,L,被动指数型,契约型开放式,,20230327,20230327,E
159653.SZ,ESG300ETF,国联安基金,上海银行,股票型,20230306,,20230324,20230117,,2.3297,0.5,0.06,,1.0,0.1,,国证ESG300指数收益率,L,被动指数型,契约型开放式,,20230324,20230324,E
159689.SZ,消费ETF南方,南方基金,招商银行,股票型,20230303,,20230313,20230227,,3.8215,0.5,0.1,,1.0,0.1,,中证主要消费指数收益率,L,被动指数型,契约型开放式,,20230313,20230313,E
561170.SH,绿色电力ETF,富国基金,中国民生银行,股票型,20230302,,20230316,20230213,,17.1553,0.5,0.1,,1.0,0.1,,中证绿色电力指数收益率,L,被动指数型,契约型开放式,,20230316,20230316,E
513110.SH,纳斯达克100ETF,华泰柏瑞基金,交通银行,股票型,20230301,,20230320,20230215,,5.7144,0.8,0.2,,1.0,0.1,,纳斯达克100指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230320,20230320,E
560090.SH,证券ETF龙头,汇添富基金,中信建投证券,股票型,20230227,,20230315,20230213,,8.7487,0.5,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20230315,20230315,E
560860.SH,工业有色ETF,万家基金,中国建设银行,股票型,20230222,,20230313,20230213,,13.1523,0.5,0.1,,1.0,0.1,,中证工业有色金属主题指数收益率,L,被动指数型,契约型开放式,,20230313,20230313,E
159657.SZ,疫苗ETF鹏华,鹏华基金,华泰证券,股票型,20230222,,20230313,20230116,,8.0251,0.5,0.1,,1.0,0.1,,国证疫苗与生物科技指数收益率,L,被动指数型,契约型开放式,,20230313,20230313,E
563030.SH,中证500增强ETF易方达,易方达基金,招商证券,股票型,20230217,,20230313,20230201,,11.4267,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20230313,20230313,E
159671.SZ,稀有金属ETF基金,工银瑞信基金,华泰证券,股票型,20230217,,20230310,20230206,,18.3505,0.45,0.07,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20230310,20230310,E
562860.SH,疫苗ETF,嘉实基金,中国工商银行,股票型,20230216,,20230224,20230206,,18.2489,0.5,0.1,,1.0,0.1,,中证疫苗与生物技术指数收益率,L,被动指数型,契约型开放式,,20230224,20230224,E
159678.SZ,中证500增强ETF,博时基金,华泰证券,股票型,20230213,,20230227,20230206,,4.8764,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,增强指数型,契约型开放式,,20230227,20230227,E
159679.SZ,中证1000增强ETF,国泰基金,国泰海通,股票型,20230209,,20230222,20230206,,14.5809,1.0,0.1,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20230222,20230222,E
513560.SH,香港科技ETF,兴银基金,兴业银行,股票型,20230131,,20230213,20221021,,4.4939,0.5,0.1,,1.0,0.1,,中证港股通科技指数收益率,L,被动指数型,契约型开放式,,20230213,20230213,E
159688.SZ,恒生互联网ETF,华安基金,招商银行,股票型,20230117,,20230215,20230103,,6.8378,0.5,0.15,,1.0,0.1,,恒生互联网科技业指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20230215,20230215,E
159652.SZ,有色50ETF,汇添富基金,中国工商银行,股票型,20230116,,20230208,20221222,,11.3832,0.5,0.1,,1.0,0.1,,中证细分有色金属产业主题指数收益率,L,被动指数型,契约型开放式,,20230208,20230208,E
159666.SZ,交通运输ETF,华夏基金,恒丰银行,股票型,20230113,,20230213,20230103,,9.0983,0.5,0.1,,1.0,0.1,,中证全指运输指数收益率,L,被动指数型,契约型开放式,,20230213,20230213,E
508098.SH,嘉实京东仓储基础设施REIT,嘉实基金,中信银行,REITs,20230111,,20230208,20230105,,5.0,0.2,0.01,46.0,1.0,0.1,,,L,,契约型封闭式,,,,E
562320.SH,沪深300价值ETF,银华基金,中国建设银行,股票型,20221229,,20230112,20221219,,3.343,0.5,0.1,,1.0,0.1,,沪深300价值指数收益率,L,被动指数型,契约型开放式,,20230112,20230112,E
560960.SH,碳中和60指数ETF(退市),摩根基金,交通银行,股票型,20221229,20250421,20230113,20221212,20250626,3.466,0.3,0.1,,1.0,0.1,,中证碳中和60指数收益率,D,被动指数型,契约型开放式,,20230113,20230113,E
159683.SZ,运输ETF(退市),嘉实基金,中国银行,股票型,20221229,20250107,20230109,20221219,20250115,4.2912,0.5,0.1,,1.0,0.1,,中证内地运输主题指数收益率,D,被动指数型,契约型开放式,,20230109,20230109,E
159669.SZ,绿电ETF,国泰基金,中国邮政储蓄银行,股票型,20221229,,20230111,20221219,,2.3875,0.5,0.1,,1.0,0.1,,国证绿色电力指数收益率,L,被动指数型,契约型开放式,,20230111,20230111,E
159656.SZ,300成长ETF,万家基金,中国建设银行,股票型,20221228,,20230116,20221219,,8.8624,0.5,0.1,,1.0,0.1,,沪深300成长指数收益率,L,被动指数型,契约型开放式,,20230116,20230116,E
588320.SH,双创50ETF增强,广发基金,中信银行,股票型,20221228,,20230106,20221219,,2.3682,0.5,0.05,,1.0,0.1,,中证科创创业50指数收益率,L,增强指数型,契约型开放式,,20230106,20230106,E
513140.SH,港股金融ETF,华泰柏瑞基金,中国农业银行,股票型,20221226,,20230112,20221212,,2.3037,0.5,0.1,,1.0,0.1,,中证港股通金融服务指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20230112,20230112,E
159682.SZ,创业50ETF,景顺长城基金,中国农业银行,股票型,20221223,,20230103,20221212,,71.2031,0.15,0.05,,1.0,0.1,,创业板50指数收益率,L,被动指数型,契约型开放式,,20230103,20230103,E
159665.SZ,半导体龙头ETF,工银瑞信基金,招商证券,股票型,20221222,,20230106,20221123,,10.7758,0.45,0.07,,1.0,0.1,,国证半导体芯片指数收益率,L,被动指数型,契约型开放式,,20230106,20230106,E
561000.SH,沪深300ETF增强基金,华安基金,招商银行,股票型,20221221,,20230111,20221201,,8.3242,0.5,0.1,,1.0,0.1,,沪深300指数收益率,L,增强指数型,契约型开放式,,20230111,20230111,E
159681.SZ,创50ETF,鹏华基金,交通银行,股票型,20221221,,20230103,20221212,,41.0977,0.15,0.05,,1.0,0.1,,创业板50指数收益率,L,被动指数型,契约型开放式,,20230103,20230103,E
159687.SZ,亚太精选ETF南方,南方基金,招商银行,股票型,20221216,,20221230,20221209,,13.6203,0.2,0.05,,1.0,0.1,,经估值汇率调整的富时亚太低碳精选指数(FTSE Asia Pacific Low Carbon Select Index)收益率,L,被动指数型,契约型开放式,,20221230,20221230,E
562010.SH,绿色能源ETF,华宝基金,兴业银行,股票型,20221216,,20230103,20221125,,4.323,0.5,0.1,,1.0,0.1,,中证绿色能源指数收益率,L,被动指数型,契约型开放式,,20230103,20230103,E
180103.SZ,华夏和达高科REIT,华夏基金,兴业银行,REITs,20221216,,20221227,20221212,,5.0,0.24,0.01,42.0,1.0,0.1,,,L,,契约型封闭式,,,,E
588460.SH,科创50增强ETF,鹏华基金,中信建投证券,股票型,20221201,,20230105,20221114,,10.5151,1.0,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,增强指数型,契约型开放式,,20230105,20230105,E
588370.SH,科创50增强ETF南方,南方基金,中国银行,股票型,20221201,,20221213,20221121,,9.8577,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,增强指数型,契约型开放式,,20221213,20221213,E
561320.SH,交运ETF,国泰基金,国信证券,股票型,20221130,,20221208,20221114,,8.7937,0.5,0.1,,1.0,0.1,,中证内地运输主题指数收益率,L,被动指数型,契约型开放式,,20221208,20221208,E
159677.SZ,1000增强ETF,银华基金,中国建设银行,股票型,20221124,,20221205,20221114,,12.509,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20221205,20221205,E
159675.SZ,创业板增强ETF,嘉实基金,中国建设银行,股票型,20221124,,20221202,20221114,,13.2385,0.5,0.1,,1.0,0.1,,创业板指数收益率,L,增强指数型,契约型开放式,,20221202,20221202,E
561590.SH,中证1000增强ETF,华泰柏瑞基金,交通银行,股票型,20221123,,20221212,20221114,,2.99,0.7,0.1,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20221212,20221212,E
159662.SZ,交运ETF南方,南方基金,中国建设银行,股票型,20221123,,20221201,20221114,,7.1761,0.5,0.1,,1.0,0.1,,国证交通运输行业指数收益率,L,被动指数型,契约型开放式,,20221201,20221201,E
508077.SH,华夏基金华润有巢REIT,华夏基金,浦发银行,REITs,20221118,,20221209,20221114,,5.0,0.1,0.01,67.0,1.0,,,,L,,契约型封闭式,,,,E
159680.SZ,1000ETF增强,招商基金,广发证券,股票型,20221118,,20221130,20221109,,14.6444,0.5,0.1,,1.0,0.1,,中证1000指数收益率,L,增强指数型,契约型开放式,,20221130,20221130,E
560980.SH,光伏龙头ETF广发,广发基金,中国民生银行,股票型,20221116,,20221129,20221107,,3.7052,0.5,0.1,,1.0,0.1,,中证光伏龙头30指数收益率,L,被动指数型,契约型开放式,,20221129,20221129,E
508009.SH,中金安徽交控REIT,中金基金,招商银行,REITs,20221111,,20221122,20221107,,10.0,0.09,0.01,17.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159627.SZ,A100ETF华夏,华夏基金,江苏银行,股票型,20221108,,20221130,20220908,,5.0312,0.5,0.1,,1.0,0.1,,中证A100指数收益率,L,被动指数型,契约型开放式,,20221130,20221130,E
561710.SH,疫苗生物ETF(退市),博时基金,中信建投证券,股票型,20221108,20240725,20221125,20221017,20240920,4.016,0.5,0.1,,1.0,0.1,,中证疫苗与生物技术指数收益率,D,被动指数型,契约型开放式,,20221125,20221125,E
561180.SH,A100ETF,富国基金,中国建设银行,股票型,20221103,,20221121,20220817,,24.9361,0.5,0.1,,1.0,0.1,,中证A100指数收益率,L,被动指数型,契约型开放式,,20221121,20221121,E
508066.SH,华泰江苏交控REIT,华泰证券资管,中国建设银行,REITs,20221103,,20221115,20221028,,4.0,0.3,0.01,12.0,1.0,0.1,,,L,,契约型封闭式,,,,E
